artf_name,artf_description
ID_45_TRG,"Patient Login Scenario validation run 
     The service was launched following the express request 
by the Patient The actor Patient access to the screen 
on the management of the system (for instance 
GUISfondo) Control then goes to the instance of 
GUISfondoHandler which delegates to the instance of GUILoginHandler 
the task of managing the service The first step to take 
is to enter the Hospital Patient Card and PIN and then 
Patient is presented to the same page for the acquisition 
such data (for instance GUILogin) The patient data sets and 
confirms the insertion, and the scrutiny goes back to the application 
GUILoginHandler of derogating the validation of the application 
HospitalCardManager latter deals to validate the information 
entered the patient through the application of the outcome Hospital Card 
is notified of the positive backward up 
GUILoginHandler the application of which requires the application of 
Allow GUIPrincipaleHandler of access to patient 
applicant and then to arrange for display 
main form (for instance GUIPrincipale) This feature 
it was described by the sequence diagram of Fig 3 7"
ID_46_TRG,"Login failed validation patient Scenario 
     The service was launched following the explicit request 
by the Patient The actor Patient access to the screen 
on the management of the system (for instance 
GUISfondo) Control then goes to the instance of 
GUISfondoHandler which delegates to the instance of GUILoginHandler 
the task of managing the service The first step to take 
is to enter the Hospital Patient Card and PIN and then 
Patient is presented to the same page for the acquisition 
such data (for instance GUILogin) The tax Patient data 
and confirms the inclusion, control passes again 
to the instance of GUILoginHandler derogating validation 
HospitalCardManager to the instance of the latter deals 
validate the data iserted by the patient through the panel 
The hospital Card unsuccessful operation is notified 
backward up to the instance of which shall GUILoginHandler 
to display an error message on 
form of access (for instance GUILogin) This feature is ` 
been described by the sequence diagram of Fig 3 8"
ID_38_TRG,"Access section patient performed (by code 
     tax) 
     The service was launched following the express request 
by the actor The Operator logs on to form 
on the management section of the patient (body 
of GUILoginPaziente) insert the tax code that Patient 
has made a request and select the function 
The validation then passes control to the instance of 
GUILoginPazienteHandler which delegates to the instance of 
PazienteManager the task of managing the service this growth 
deals to validate the data entered by using 
The body of the patient outcome is the 
notified backward up to the instance of GUILoginPazienteHandler 
which requires the application of GUIPazienteHandler to enable 
access by the Section Patient 
applicant and that object shall display 
main form (for instance GUIPaziente) This feature is ` 
been described by the sequence diagram of Fig 3 13"
ID_33_TRG,"Inserting anagrafica laboratory 
      The service was launched following the express request 
by the actor The Operator logs on to form 
main (for instance GUIPrincipale) and there select the function 
The laboratories certified management control then 
GUIPrincipaleHandler to the instance of the delegation which application 
GUIAnagraficaLaboratorioHandler to the task of providing the 
The service first step is to obtain a list of all 
Laboratories therefore control passes to the instance of 
LaboratorioManager through which instances of Laboratory 
retrieves the list and return it backward up the application 
of GUIAnagraficaLaboratorioHandler Now that object 
shall display the list of laboratories received 
the mask on the management of database 
laboratories (for instance GUIAnagraficaLaboratorio) The Operator 
activates the function of the register inclusion of the laboratory 
inserts the data of a new outpatient and confirm the data 
control passes to the instance of the GUIAnagraficaLaboratorioHandler 
which delegation is to include a new laboratory 
The application of LaboratorioManager through 
The body of Laboratory to ensure the inclusion and 
saving data on the new lab passes the 
Subsequent GUIAnagraficaLaboratorioHandler which in turn 
deals with notification by the success of the 
displaying a message on the screen 
to managing the laboratories (for instance 
GUIAnagraficaLaboratorio) This feature has been described ` 
through collaboration diagram of Fig 3 4"
ID_47_TRG,"Show anagrafica
     The service was launched following the express request 
by the Patient The actor Patient access to the mask 
main (for instance GUIPrincipale) on the management of 
all services provided by the system to the request of patients 
and there select the display of their anagrafica 
Master Control then goes to the instance of 
GUIPrincipaleHandler which delegates to the instance of 
GUIAnagraficaHandler the task of managing the service at this 
Point control is passed to the instance of PazienteManager 
which deals with finding by the panel of the Patient 
Patient data applicant Results are 
sent backward up to the instance of that GUIAnagraficaHandler 
turn is responsible for their display on the screen 
on the management of registries of patients (for instance 
GUIAnagrafica) This feature is was described by 
collaboration diagram of Fig 3 9"
ID_42_TRG,"reservation for a visit after initial 
     The service was launched following the express request 
by the actor The Operator logs on to form 
Patient's main section (for instance GUIPaziente) and there 
check the function of reservation a visit next 
The first control and then passes to the instance of 
GUIPazienteHandler which delegates to the instance of 
GUIPrenotaVisitaHandler the task of managing the service 
     
     Choosing the type of visit 
     
     The application of class GUIPrenotaVisitaHandler displays the 
mask on the reservation to visit the 
Patient must be subject (for instance GUIPrenotaVisita) On this 
Operator select the form and confirms the type of access and 
control returns to the instance of which GUIPrenotaVisitaHandler 
delegating the task to insert a new one application 
of PrenotazioniManager 
     
     Creating the new reservation 
     
      The application of class through the application PrenotazioniManager 
reservation creates a new reservation, at this point 
The body of Reservation shall verify the validity of 
reservation or check that the new reservation respects 
the sequence of reservation valid If the 
Reservations is a valid reservation shall notify the 
success of the creation of a reservation 
backward up to the instance of GUIPrenotaVisitaHandler 

     Finding data available 
     
     The application of the proxy class GUIPrenotaVisitaHandler 
to the instance of PrenotazioniManager task of finding the first 
date available when the visit can ""keep this date is 
GUIPrenotaVisitaHandler given to the instance of which shall 
to display it on form 
reservation a visit (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     
     
     
     
     
     
     
     Saving Reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceed to store the reservation by delegating this 
PrenotazioniManager task to the instance of this application 
through the application for reservation shall saving 
data on the reservation Once this 
operation control passes to the instance of 
GUIPrenotaVisitaHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the reservation 
a visit (for instance GUIPrenotaVisita) 
     This feature is was described by the collaboration 
diagram of Fig 3 17 Also because? the book a 
Outpatient service is `the heart of it 
`is thought to comment on that functionality with un'activity diagram 
(Fig 3 18) in order to make more clear the iterations 
that we are among the players and the system itself"
ID_43_TRG,"Slipping on a visit to a later date 
     The service was launched following the express request 
by the actor The Operator logs on to form 
section on the patient (for instance GUIPaziente) and there 
check the function of change reservation Control 
then to the instance of GUIPazienteHandler which delegates 
GUIPrenotaVisitaHandler to the instance of the task of managing the 
service 
     
     Uploading reservations 
     
     The request for the matter to the instance of GUIPrenotaVisitaHandler 
GUISelezionaPrenotazioniHandler is to obtain a list of 
all reservations made by the patient This object passes 
monitoring the application of which PrenotazioniManager 
through instances of reservation shall finding 
that list and return to the instance of 
GUISelezionaPrenotazioniHandler which in turn shall 
visualization of data obtained on the mask (application 
of GUISelezionaPrenotazioni) 
     
     Selecting the reservation to be change
     
     The operator selects from the list reservation 
to edit and control is passed backward up 
GUIPrenotaVisitaHandler to the instance of the delegation as the panel 
PrenotazioniManager to the task of transferring all 
information on the reservation selected The request for 
PrenotazioniManager through the application of Reservation perform 
this task, and returns to the instance of data obtained 
GUIPrenotaVisita which in turn shall give 
displaying on the screen on the management 
reservations (for instance GUIPrenotaVisita) 

     Request new date 
     
      The operator requires a new date when the visit can "" 
keep and control passes to the instance of 
GUIPrenotaVisitaHandler which obtained the next day 
available by the appropriate body to ensure PrenotazioniManager 
Viewing it in the mask on 
management of reservations (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     Saving Reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceeds for the reservation by delegating this 
task to the instance of this PrenotazioniManager 
through the application for reservation shall begin to 
validate the reservation and only if so rescue 
data on the reservation Once this 
operation control is returned backward to 
GUIPrenotaVisitaHandler get to the instance of which shall 
to report success with a message 
mask on the management of reservations (for instance 
GUIPrenotaVisita) 
This feature is was described by the collaboration 
diagram of Fig 3 19"
ID_44_TRG,"Cancel Reservation 

     The service was launched following the express request 
by the actor The Operator logs on to form 
on the main section patient (for instance GUIPaziente) 
and there select the elimination of a reservation 
The control then goes to the instance of the GUIPazienteHandler 
which delegates to the instance of the GUIEliminaPrenotazioniHandler 
task of managing the service The request for 
GUIEliminaPrenotazioneHandler delegation application 
PrenotazioniManager is to obtain a list of all 
Reservations from Patient This object through the 
Requests for reservations to ensure retrieval of the list and 
return to the instance of that GUIEliminaPrenotazioneHandler 
turn provides viewing data obtained 
in the mask (for instance GUIEliminaPrenotazione) 
The operator selects from the list by the reservation 
delete and control is passed to the instance of 
GUIEliminaPrenotazioneHandler which the request for delegation 
PrenotazioniManager of completing the transaction The application 
PrenotazioniManager through to the application for reservation shall 
to verify that the sequence is valid even after 
the elimination of reservation 
     Only if so the elimination of reservation 
is completed and will return control 
GUIEliminaPrenotazioneHandler to the instance of which shall 
notify the success of the transaction with a message 
on the screen (for instance GUIEliminaPrenotazione) This 
feature is was described by the collaboration diagram 
Fig 3 of 20"
ID_48_TRG,"View list reservations 
     The service was launched following the explicit request 
by the Patient The actor Patient access to the mask 
main (for instance GUIPrincipale) on the management of 
all services provided by the system to the requests of patients 
and there select the display of reservation 
The control made then to the instance of 
GUIPrincipaleHandler which delegates to the instance of 
GUIPrenotazioniHandler the task of managing the service at this 
Point control is passed to the instance of 
PrenotazioniManager which deals with finding through 
Reservation requests for all reservations made by 
The patient requesting results sent backlinks up 
to the instance of GUIPrenotazioniHandler which in turn deals 
their display on the screen on the management 
The booking of patients (for instance GUIPrenotazioni) This 
feature is was described by the collaboration diagram 
Fig 3 of 10"
ID_41_TRG,"reservation a first visit 
     The service was launched following the express request 
by the actor The Operator logs on to form 
main (for instance GUIPrincipale) and there select the function 
reservation an initial visit and then passes control 
GUIPrincipaleHandler to the instance of the delegation which application 
GUIPrenotaVisitaHandler to the task of managing the service Given 
you are reservation a first visit passes control 
the application of which will GUIAnagraficaPazienteHandler 
the integration of anagrafica patient data
     
     Creation of the new Patient 
     
     The application displays the class GUIAnagraficaPazienteHandler 
the mask on the input of anagrafica data of 
Patient (for instance GUIAnagraficaPaziente) At this point 
the operator inserts the data and confirmation of patient 
such data, then passes control to the instance of 
GUIAnagraficaPazienteHandler who moved to the instance of 
PazienteManager verify that the patient within 
If SIO of the patient `This is not then the operation can"" 
and then continue GUIAnagraficaPazienteHandler delegation 
PazienteManager to the instance of the task of creating the new 
The patient by the panel shall Patient 
the creation of a new patient according to data inserted by operator 

     Creating the Hospital Card 
     
     The application of class PazienteManager passes control 
to the instance of HospitalCardManager which in turn means 
The body of Hospital Card provides for the creation of a new 
Hospital Card to be assigned to Patient A after the 
creation sends a notification message that the success 
the backward up to the instance of 
GUIPrenotaVisitaHandler 
     
     Choosing the type of visit 
     
     The application of class GUIPrenotaVisitaHandler displays the 
mask on the reservation to visit the 
Patient must be subject (for instance GUIPrenotaVisita) On this 
Operator select the form and confirms the type of access and 
control returns to the instance of the GUIPrenotaVisitaHandler 
which delegation is to include a new reservation 
to the instance of PrenotazioniManager 
     
     Creating the new reservation 
     
     The application of class through the application PrenotazioniManager 
reservation creates a new reservation, at this point 
The body of Reservation shall verify the validity of 
reservation or check that the new reservation respects 
the sequence of reservations valid If the 
Reservations is a valid reservation shall notify the 
success of the creation of a reservation 
backward up to the instance of GUIPrenotaVisitaHandler 
     
     Finding data available 
     
     The application of the proxy class GUIPrenotaVisitaHandler 
to the instance of PrenotazioniManager task of finding the first 
date available when the visit can ""keep this date is 
GUIPrenotaVisitaHandler given to the instance of which shall 
to display it on form 
reservation a visit (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     Storing data on Patient and Hospital Card 
     
     The application of class GUIPrenotaVisitaHandler pass 
GUIAnagraficaPazienteHandler control application to 
allow it to store data Patient 
The application GUIAnagraficaPazienteHandler in turn delegated 
to store personal data relating to patient 
PazienteManager to the instance of the class that through the application 
Patient in stores on a permanent basis The data 
Control is returned to the backward class 
HospitalCardManager which provides through the application of 
Hospital Card rescue data Hospital Card 
on the patient who is reservation the visit Once 
completion of the operations is returned to storage 
backward a message notifying the success of the up 
to come to the instance of the class GUIAnagraficaPazienteHandler 
     
     Viewing and printing the Hospital Card 
     
      The application of the proxy class GUIAnagraficaPazienteHandler 
to view and print the application Hospital Card 
Class GUIHospitalCardHandler latter obtains data 
Card on Hospital by the appropriate body to HospitalCardManager 
displays the data on screen on the display 
the Hospital Card (for instance GUIHospitalCard) and the delegation 
to print the Hospital Card to the instance of the class 
PrintManager control is returned backward to 
reaching application GUIPrenotaVisitaHandler 
     
     storing reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceed to store the reservation by delegating this 
PrenotazioniManager task to the instance of this application 
through the application for reservation shall saving 
data on the reservation Once this 
operation control passes to the instance of 
GUIPrenotaVisitaHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the reservation 
a visit (for instance GUIPrenotaVisita) 
     This feature is was described by the collaboration 
diagram of Fig 3 16"
CC_158_TRG,"Class Data Laboratory: 
                                                    15/09/2003 
                                                    Version: 
                                                    0 01 000 
Description contains data from a laboratory where they are 
                   been laid in the Examination 
                   outpatient 
Attributes 
       Name Access Description 
ZIP Code Private Post 
Private City city where it is located on 
                               laboratory 
Private Address address where you are located on 
                               laboratory 
Private party VAT Laboratory 
Private province Province where it is located on 
                               laboratory 
Private ragioneSociale name of the laboratory 
Private details of the laboratory Addresses 
Methods 
       Signature create () Public Access 
    Description Its task is to create a new object of type 
                   Laboratory 
       Signature delete () Public Access 
    Description Provides elimination of data on 
                   a laboratory 
       Signature save () Public Access 
    Description Provides storage of data 
                   a laboratory in the S I O 
Methods 
       Signature GetAttributes () Public Access 
    It description of the retrieval of all 
                   information relating to a laboratory 
       Signature setAttributes () Public Access 
    It description to set the attributes of a 
                   laboratory"
CC_155_TRG,"Class Visit Date: 15/09/2003 
                                                  Version: 
                                                  0 01 000 
It contains data description of a visit held in 
                   outpatient 
Attributes 
       Name Access Description 
History made history private doctor 
Private Data on where the patient has 
                               supported the visit 
Private diagnosis made by medical diagnosis 
Private reason Grounds visit 
Private rilevazioniStrume instrumental observations made 
ntal during the visit 
Private therapy treatment prescribed by the doctor 
Methods 
       Signature create () Public Access 
    Description Its task is to create a new object of type 
                   Visit 
       Signature delete () Public Access 
    Provides description of a visit to 
       Signature save () Public Access 
    Description Provides data storage to a 
                   visit within the S I O 
       Signature GetAttributes () Public Access 
    It description to find all the information 
                   on a visit 
       Signature setAttributes () Public Access 
    It description to set the attributes of a 
                   Patient"
CC_149_TRG,"  Class CartellaClinicaManager Date: 
                                                    16/09/2003 
                                                    Version: 
                                                    0 01 000 
Description Its task is to manage the data that make up 
                   the medical records of a patient 
Attributes 
       Name Access Description 
                                
Methods 
       Signature getCartellaClinica () Public Access 
    It description to find all the information on the 
                   clinic filder of a patient 
       Signature getDettagli () Public Access 
    Description Provides a load all the details of a 
                   visit 
       Signature getDatiPaziente () Public Access 
    Description has the task of finding the anagrafica data of 
                   Patient "
UC_7_TRG,"Validation operator 
He works to perform the functions 
                necessary to authenticate an 
                Operator 
                It's Interest to make their 
                validation in order to use the 
                all features available 
                System 
The Operator is not recognized by 
                system 
                Success: The Operator is recognized by  
                system and enabled it 
The operator tries to log on system
1 View the mask 
     for validation 
     of operator
2 Inserts login and password 
3 Confirm data 
4 verify login and 
     identify a password 
     Operator within 
     the S I O 
5 allows access 
6 View the main mask 

Operator cancels the operation 
validation 
   3 1 System: ends the execution of use case with 
          failure 
Validation Failed 
   4 1 System: Show appropriate message 
   4 2 System: take back the execution by 1 point 
          underpinned the fields of the form with data 
          insert by user"
UC_1_TRG,"Input anagrafica laboratory 
It allows the operator to enter 
                 the anagrafica of a laboratory 
                 analysis or any data that the 
                 characterize 
                 Has an interest to enter the age of 
                 laboratory within the S I O 
The Operator has been recognized by ` 
                 System (See UcValOp) and has 
                 all the data that characterize 
                 the anagrafica of the laboratory 
The data in the S I O 
                 not be modified 
                 Success: The anagrafica of the laboratory 
                 is properly inserted inside 
                 the S I O 
The operator activates the execution of 
                 the anagrafica input service 
                 Laboratory 
1 View the mask 
     to enter 
     information needed
2 Inserts data about the anagrafica of 
                                laboratory 
3 Confirm placement 
4 Verify the data entered 
     by 
5 Stores data 
6 Notify that the operation 
     it is `finished with 
     success 
Data entered invalid 
4 1 Display a message showing the 
          data deemed invalid 
   4 2 Reinserts running from 1 
          underpinned the fields of the form with data 
          Entered 
Operator cancels operation 
   3 1 ends the execution of use case with 
          failure 
   2 1 The anagrafica of a laboratory is characterized ` 
          by the following data: name VAT 
          address city province CAP addresses 
          Additional telephone and Notes 
          NB: In italics are highlighted data 
          Optional whose inclusion does not affect 
          on the correct completion of operation"
UC_2_TRG,"Changing anagrafica laboratory 
It allows the operator to change 
                the anagrafica of a laboratory analysis 
                It deals with the modification of data 
                about anagrafica of laboratory 
                analysis 
The Operator has been recognized by 
                System (See UcValOp) and anagrafica 
                Laboratory is inside the 
                I S O 
The anagrafica data of 
                laboratory are not changed: 
                remain in the state this first 
                of 
                Success: The anagrafica of the laboratory 
                is properly amended 
The operator activates the execution of 
                Service changing of the anagrafica of 
                laboratory 
1 View the list of 
     laboratories 
     in the S I O 
2 Select the laboratory  Which change 
                               the anagrafica 
3 Confirm your selection 
4 View the mask 
     for editing 
    the anagrafica of 
     laboratory 
5 Changing the angrafica of 
                               laboratory 
Confirm the changes 6 
7 Verify the data insert by operator
8 Remember the 
     updates 
9 Notify  that the operation 
     it is finished with 
     success 
Data entered invalid 
   7 1 Display a message showing the 
          data deemed invalid 
   7 2 Reinserts running from 4 
          underpinned the fields of the form with data 
          Entered 
Operator cancels operation 
  3 1 ends the execution of use case with 
   6 1 failure 
   5 1 The anagrafica of a laboratory is characterized ` 
          by the following data: name VAT 
          address city province CAP addresses 
          Additional telephone and Notes 
          NB: In italics are highlighted data 
          Optional whose inclusion does not affect 
          on the proper completion of"
UC_6_TRG,"Delete anagrafica doctor 
It allows the operator to delete 
                the anagrafica of a doctor who works 
                at the outpatient 
                He works for the delete of data 
                of anagrafica related to a doctor 
The Operator has been recognized by ` 
                System (See UcValOp) and anagrafica 
                `the doctor is present within the 
                I S O 
The details of the doctor 
                are not modified, remain in 
                This state was before execution
                Success: The  doctor anagrafica is 
                successfully deleted 
The operator activates the execution of 
                delete of the register service 
                Laboratory 
1 View the list of 
      laboratories that are
     in the S I O 
2 Select the doctor which 
                               changing the anagrafica
3 Confirm the selection 
4 View the mask 
     to delete 
     the doctor anagrafica
6 confirm to delete of 
                               doctor 
7 Delete the data 
     about anagrafica of 
     doctor 
Notify 8 that the operation 
     it is `finished with 
     success 
Operator cancels operation 
  3 1 ends the execution of use case with 
   6 1 failure 
   4 1 The mask will contain data about the medical 
          selected so as to allow the operator 
          to examine them in detail before proceeding 
          to delete"
UC_8_TRG,"Record visit 
It allows the operator to record a 
                 visit held in outpatient
                 The Operator has an interest in a record 
                 visit held in outpatient
The Operator has been recognized by ` 
                 System (See UcValOp) and the Operator has 
                 received the data of for visit 
The Clinic of Folder 
                 Patient who was subjected to `visit 
                 is not changed 
                 Success: All information is 
                 stored in the folder 
                 Patient Clinic 
The operator activates the execution of 
                 registration service of a visit 
1 View the mask 
     to record of the visit

2 inputs the neccesary data of
                                the registration of 
                                visit 
3 Confirm input
4 Verify the data insert
     by operator
5 Stores data 
6 Notify the operator 
     that the operation was  
     concluded successfully 
Input Data about to a new examination 
   6 1 Inserting new examination 
              The Operator's interest to input data 
              an examination of the visit concerned 
              Inserting examination 
   6 2 Back on 6 point
Invalid data set 
   4 1 Show an appropriate message 
   4 2 take back running from 1 
          underpinned the fields of the form with data 
          insert by user
Operator cancels the operation 
Registration 
   3 1 ends the use case with failure 
   4 1 The data required for registration of 
          visit are: the date the name of the doctor who 
          carried out the survey the reason for the visit 
          illnesses accused by the patient history 
          made by medical diagnosis tests 
          prescribed therapy prescribed (indicating 
          Medicines and time of recruitment) and 'necessary 
          Furthermore, the inclusion of possible values 
          instrumental observations made during the visit 
          (eg heart beat the pressure 
          n number of blood found dioptres etc) 
          For biological testing and / or instrumental is ` 
          must enter information on the 
          laboratory that has made them the values of 
          results of each examination and evaluation 
          diagnosis made by medical"
UC_11_TRG,"Input examination 
It allows the operator to record 
                 results of a examination  supported by a 
                 patient required a visit 
                 held in outpatient
                 The Operator's interest to enter 
                 details of a review supported by a 
                 Patient 
The Operator has been recognized by ` 
                 System (See UcValOp) and the visit to 
                 refers the examination must be already 
                 recorded in the S I O 
The data in the S I O 
                 not be modified 
                 Success: The Folder Clinic Patient 
                 argued that the examination is updated 
The operator activates the execution of 
                 input service  of data from an 
                 examination 
1 View the mask 
     to record 
     of examination 
2 Input necessary data to
                                registration 
                                of examination 
3 Confirm input
4 Verify the data inserted
     by operator
5 Stores data confirm the elimination 
6 Notify the operator 
     that the operation was ` 
     concluded successfully 
Invalid data set 
   4 1 Show an appropriate message 
   4 2 take back running from 1 step 
          underpinned the fields of the form with data 
          inserted by user
Operator cancels the operation 
Registration 
   3 1 ends the use case with failure 
   4 1 The data required for registration of a 
          consideration are: the type of examination 
          information relating to the laboratory where they 
          made the values of the results and 
          diagnostic evaluation made by the doctor"
UC_19_TRG,"Access section patient 
It allows access to this patient 
                 by enabling the operator to 
                 meet one or more Requests received 
                 by Patient 
                 The Operator's interest to access the section of
                 the patient in order to 
                 enslave the requests received from 
                 Patient 
The Operator has been recognized by ` 
                 System (See UcValOp) 
The system denies access to 
                 section patient 
                 Success: The operator gets access 
                 section and enabled the patient to 
                 meet the requests received from 
                 Patient 
The operator activates the execution of 
                 service access to section patient 
Includes 1 (valid patient) 
2 View mask of
     section patient 
Operator cancels the operation 
access to patient session 
  3 1 ends the use case with failure"
UC_20_TRG,"Validation patient 
He works to perform the functions 
                necessary to authenticate an 
                Patient 
                Has an interest in validating the patient to 
                access to the section relating to his 
                information 
The Operator has been recognized by ` 
                System (See UcValOp) The patient must 
                provide the operator with the Hospital or Card 
                its tax code 
The patient is not recognized ` 
                system 
                Success: The patient is recognized by ` 
                System Operator and access to its 
                section 
The Operator active enforcement of a 
                depending on a specific 
                patient 
1 View the mask 
     for validating the 
     Patient 
2 input the code of
                               Hospital Card 
3 Confirm validation 
4 Verify that the code 
     Card's Hospital 
     identifies a patient 
     within S I O 
5 Get information 
     Patient 
6 Transfer in the memory 
     Patient data 
Validation through tax code 
   2 1 injects the tax code 
          Patient 
   2 2 Reinserts running from step 3 
Operator cancels function 
validation 
   3 1 ends the execution of use case with 
          failure 
Login failed 
   4 1 Show appropriate message 
   4 2 Reinserts execution from step 2"
UC_17_TRG,"Changing anagrafica patient 
It allows the operator to change 
                the anagrafica of a patient that are 
                at outpatient
                It deals with the modification of data 
                about anagrafica a Patient 
The Operator has been recognized by ` 
                System (See UcValOp) The patient is ` 
                been recognized by the system (See 
                UcValPaz) and the age of the patient is ` 
                inside of S I O 
The anagrafica data Patient 
                are not modified, remain in 
                This was before execution
                Success: The anagrafica of the patient is 
                properly changed
The operator activates the execution of 
                change Service  of the anagrafica
                Patient 
1 View the mask 
     for editing 
     the anagrafica of 
     Patient 
2 Cgange the anagrafica of 
                               Patient 
3 Confirm Changes 
4 Verify the data inserted by operator
5 Remember the 
     updates 
6 Notify that the operation 
     it is `finished with 
     success 
Invalid data set 
   4 1 Display a message showing the 
          data deemed invalid 
   4 2 Reinserts running from 1 
          underpinned the fields of the form with data 
          insterted by user
Operator cancels function 
change
   3 1 ends the execution of use case with 
          failure 
   2 1 The anagrafica of a patient is characterized by ` 
          following data: name surname sex code 
          Tax date of birth place of birth 
          province of birth place of address 
          home province of residence address ZIP code 
          Additional telephone and Notes 
          NB: In italics are highlighted data 
          Optional whose inclusion does not affect 
          on the correct completion of the operation"
UC_18_TRG,"input anagrafica patient 
It allows the operator to enter 
                 the anagrafica of a patient who contact 
                 for the first time the outpatient 
                 The Operator has an interest in record 
                 the anagrafica of a new patient in 
                 As the contact for the first 
                 After the surgery and requires a 
                 Before booking for a Visit 
The Operator has been recognized by ` 
                 System (See UcValOp) The Patient 
                 issued to the form S A R 
                 with the section about anagrafica 
                 successfully completed 
The data in the S I O 
                 not be modified 
                 Success: The anagrafica of the patient is 
                 correctly maintained in memory and 
                 stored in the S I O only 
                 end of the reservation of the First 
                 Visit 
The operator activates the execution of 
                 reservation service of a First 
                 Visit 
1 View the mask 
     for input of necessary
     information 
2 Inserts data about anagrafica of 
                                Patient 
3 Confirm input
4 Verify the data inserted 
     by operator
5 Build and assigns 
     Hospital Card 
     (See BrCreCar) 
10 First visit 
Invalid data set 
   4 1 Display a message showing the 
          data deemed invalid 
   4 2 Reinserts running from 1 step
          underpinned the fields of the form with data 
          inserted by operator
Operator cancels function 
insertion 
   3 1 ends the execution of use case with 
          failure 
   2 1 The anagrafica  of a patient is characterized by ` 
          following data: name surname sex code 
          Tax date of birth place of birth 
          province of birth place of address 
          home province of residence address ZIP code 
          Additional telephone and Notes 
          NB: In italics are highlighted data 
          Optional whose inclusion does not affect 
          on the correctly completion ofthe operation"
UC_14_TRG,"Book visit 
It allows the operator to meet 
                 request for a booking service 
                 made by an ambulatory patient 
                 The Operator has an interest in the record 
                 renting an outpatient service 
                 requested by a patient 
The Operator has been recognized by ` 
                 System (See UcValOp) The patient is ` 
                 been recognized by the system (See 
                 UcValPaz) and has issued to 
                 The module R S A properly completed 
The data in the S I O 
                 not be modified 
                 Success: The outpatient service 
                 required is properly booked 
The operator activates the execution of 
                 service booking service 
                 Outpatient 
1 
       First visit 
     
        The Operator has 
        received a request 
        First visit 
        part of a patient 
     
        Inserting anagrafica
     patient 
2 View the mask 
     for booking of
     service 
     Outpatient 
3 Select the type of visit 
                                that the patient wants 
                                make 
4 Inserts motivation of the
                                Request 
5 Confirm data inserted
6 Verify that the sequence 
     Reservations are 
     valid 
     (See BrValSeq) 
Includes 7 (Select dates 
     available) 
8 Confirm your reservation 
9 Stores data 
Notify the operator 10 
     that the operation was ` 
     concluded successfully 
Sequence reservations invalid 
   6 1 Show an appropriate message 
   6 2 Reinserts execution from step 2 
Operator cancels the operation 
Reservations 
  5 1 ends the use case with failure 
   8 1 
   9 1 For a first visit has shown to this point 
          that will be saved even the personal data 
          In addition, the patient always in the case of a 
          Before visiting the system will 
          view and print the card in hospital 
          patient"
UC_15_TRG,"Changing reservation 
It allows the operator to meet 
                 request to change a reservation 
                 a service by Outpatient 
                 To change a patient means the 
                 shift the date to a date 
                 Next 
                 The Operator has an interest in changing the 
                 renting an outpatient service 
                 previously requested by a patient 
The Operator has been recognized by ` 
                 System (See UcValOp) The patient is ` 
                 been recognized by the system (See 
                 UcValPaz) and the reservation of which 
                 requires the amendment is `this 
                 in the S I O 
The data in the S I O 
                 not be modified 
                 Success: The reservation is 
                 successfully slipped a date 
                 Next 
The operator activates the execution of 
                 Service to changing a reservation 
1 View the list of 
     Reservations for the 
     Patient 
2 Select the reservation 
                                to be change 
3 Confirm  selection 
4 View the mask 
     for changing the 
     Reservations 
5 Includes (Select dates 
     available) 
6 confirm the change 
7 Verification that the sequence 
     Reservations is 
     valid 
     (See BrValSeq) 
Remember the 8 
     updates 
Notify the operator 10 
     that the operation was ` 
     concluded successfully 
Sequence reservations invalid 
   7 1 System: Show an appropriate message 
   7 2 System: Rejuvenating running from 4 step
Operator cancels the operation 
Review 
  3 1 ends the use case with failure 
   6 1 
   7 1 The sequence of reservations must be ricontrollata 
          because the patient may take the 
          Editing a different reservation 
          since last"
